Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,151.5668042700807,153.42821507782543,151.1372501706934,153.32321166992188,22622100,71.72101896406637,72.77659819422657,71.46681225027338,72.71607208251953,135480400,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,67.176977721624,68.18681335449219,67.08132380627873,68.18681335449219,27278000,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000
2020-01-03,151.12774851363613,152.68368996502065,150.87955063179803,151.4141082763672,21116200,71.9413205610049,72.77173687491619,71.78395417961447,72.00910949707031,146322800,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,67.15655543577822,68.43940351728152,67.12267404619415,67.83010864257812,23408000,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000
2020-01-06,149.94408480527218,151.8723232086729,149.3999720884019,151.8054962158203,20813700,71.12788091351582,72.62166149456958,70.876090172576,72.58292388916016,118387200,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,67.33738843542059,69.66345923216974,67.30600805367692,69.63805389404297,46768000,93.0,95.18450164794922,93.0,95.14399719238281,81236000
2020-01-07,152.0822847516047,152.4163759194506,150.17314242471397,150.42132568359375,21634100,72.59259363206662,72.84922374466596,72.02123070618616,72.24154663085938,108872000,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,69.77008329725511,69.92153470711604,69.32669091744489,69.50354766845703,34330000,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,80898000
2020-01-08,151.71004582761572,153.49510448810574,150.7745698093218,152.81735229492188,27746500,71.94375136900179,73.70627127642481,71.94375136900179,73.40364074707031,132079200,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,69.4890894151128,70.33751521494523,69.3799878535832,69.99824523925781,35314000,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,70160000
2020-01-09,154.48781286784572,154.8505546161972,153.71461245949803,154.72645568847656,21385000,74.38418105419532,75.15649496744561,74.13239770457567,74.96281433105469,170108400,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,70.83969379325514,71.17597625297427,70.25581190329635,70.73308563232422,33200000,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,63346000
2020-01-10,155.42335075837863,155.8051735619528,153.8578393931481,154.0105743408203,20725900,75.19763610714092,75.69879404161257,74.62868922900458,75.13226318359375,140644800,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,71.21533908846308,71.48784974028622,70.72362186567442,71.18992614746094,26258000,95.26850128173828,95.34700012207031,94.0,94.15799713134766,57074000
2020-01-13,154.4114740608552,155.89106273635204,153.9341883310565,155.8624267578125,21626500,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,71.50328944184061,71.81366484523728,71.01107809709713,71.7414321899414,30730000,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,55616000
2020-01-14,155.9674799102572,156.16794638953044,154.37334681252705,154.7647247314453,23477400,76.67448226895164,76.88511195829709,75.57774940600967,75.70121765136719,161954400,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,71.73993876603046,71.8709640363411,71.13064389247113,71.2711410522461,26076000,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,68818000
2020-01-15,155.23239486645008,156.49243609343492,155.18467794940653,155.76695251464844,21417900,75.5002685322302,76.38394823058523,74.94342390604251,75.37679290771484,121923600,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,71.39219885923909,71.77879789678663,71.32444368341595,71.70008087158203,21550000,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,57932000
2020-01-16,156.8838421156046,158.68798178601898,156.57837222412832,158.62115478515625,23865400,75.92152071901803,76.43236486391163,75.55836410557868,76.32099151611328,108829200,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,72.0114554841839,72.27301191223528,71.73994064880996,72.24610900878906,26080000,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000
2020-01-17,159.81438174136917,159.86211323634743,157.91477893985072,159.50892639160156,34371700,76.57036474816839,77.16836298058836,76.26289478458983,77.16594696044922,137816400,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,72.86286877720866,73.76011367358568,72.56445103890334,73.70880126953125,52424000,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516,79946000
2020-01-21,159.10794255718054,160.5493545898603,158.86929972428416,158.93612670898438,29517200,76.7931242324277,77.23617220085674,76.50501929653306,76.64302062988281,110843200,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,73.6828837377684,74.22492509167162,73.24497234103121,73.84480285644531,48930000,93.25,94.7135009765625,93.0,94.5999984741211,74156000
2020-01-22,159.79523847784247,159.88116096936955,158.1533745873671,158.17247009277344,24138800,77.12961824131806,77.47098633963294,76.82214830621916,76.91657257080078,101832400,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,74.21745513521142,74.75799134476836,73.8652316275804,73.92550659179688,28458000,94.80449676513672,95.125,94.16699981689453,94.37300109863281,64326000
